,name,cost,address,org_name
548,ЦИТРАМОН П №20 ТАБ. ОЗОН,"157,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
549,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"177,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
550,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
551,ЦИТРАМОН П АВЕКСИМА №20 ТАБ.,"86,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
552,ЦИТРАМОН П №20 ТАБ. ОЗОН,"116,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
553,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"156,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
554,ЦИТРАМОН П ТАБ. №20 (АВЕКСИМА),"85,00",Красноярск Советский Мате Залки 21,Аптека «Аптека Архимед»
555,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"65,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
556,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"65,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
557,Цитрамон П табл уп конт ячпач карт x20,"73,10",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
558,Цитрамон П табл x20,"76,60",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
559,Цитрамон П табл x30,"79,00",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
560,Цитрамон П Медисорб табл x30,"85,90",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
561,Цитрамон П Форте табл 320 мг+40 мг+240 мг x10,"95,90",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
562,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
563,ЦИТРАМОН П АВЕКСИМА №20 ТАБ.,"71,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
564,ЦИТРАМОН П №10 ТАБ. RENEWAL,"74,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
565,ЦИТРАМОН П №20 ТАБ. ОЗОН,"89,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
566,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"125,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
567,ЦИТРАМОН П N10 ТАБЛ (Фармстандарт-Лексредства ОАО),"25,00",Красноярск Центральный Ады Лебедевой 91,Аптека «Аптека ПРИМА-ФАРМ»
568,Цитрамон П Медисорб таб. №20 (АО Медисорб),"40,00",Красноярск Центральный Ады Лебедевой 91,Аптека «Аптека ПРИМА-ФАРМ»
569,ЦИТРАМОН П МЕДИСОРБ ТАБ. №20 (ОТПУСК 20ШТ) (Медисорб АО),"40,00",Красноярск Центральный Ады Лебедевой 91,Аптека «Аптека ПРИМА-ФАРМ»
570,ЦИТРАМОН П МЕДИСОРБ ТАБ. №30 (АО Медисорб),"60,00",Красноярск Центральный Ады Лебедевой 91,Аптека «Аптека ПРИМА-ФАРМ»
571,Цитрамон П тб N 10,"20,00",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
572,Цитрамон П тб N 20,"49,00",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
573,Цитрамон П Медисорб таб N 30,"68,50",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
574,Цитрамон П тб N 10,"20,00",Красноярск Октябрьский Крупской 8,Аптека «Аптека от склада»
575,Цитрамон П Медисорб таб N 30,"66,00",Красноярск Октябрьский Крупской 8,Аптека «Аптека от склада»
576,Цитрамон П Реневал табл. №20 (Обновление ПФК ЗАО),"169,00",Красноярск Советский 9 Мая 26/2,Аптека «Аптека Ангизия»
577,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"72,00",Красноярск Советский Партизана Железнякака 48Д,Аптека «Аптека ИП Мут ЕА»
578,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"110,00",Красноярск Советский Партизана Железнякака 48Д,Аптека «Аптека ИП Мут ЕА»
579,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"76,00",Красноярск Советский Петра Подзолкова 3и,Аптека «Аптека ИП Мут ЕА»
580,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"112,00",Красноярск Советский Петра Подзолкова 3и,Аптека «Аптека ИП Мут ЕА»
581,Цитрамон П табл уп конт ячпач карт x20,"78,00",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
582,Цитрамон П табл x30,"79,00",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
583,Цитрамон П табл x20,"84,90",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
584,Цитрамон П Медисорб табл x30,"95,50",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
585,Цитрамон П Форте табл 320 мг+40 мг+240 мг x10,"99,90",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
586,"Цитрамон П, табл. №10","33,00",Красноярск Октябрьский Академика Киренского 126,Аптека «Аптека «Аптечка» »
587,"Цитрамон П, табл.,  №20","81,00",Красноярск Октябрьский Академика Киренского 126,Аптека «Аптека «Аптечка» »
588,"Цитрамон П, табл. 240 мг + 30 мг + 180 мг №30","105,00",Красноярск Октябрьский Академика Киренского 126,Аптека «Аптека «Аптечка» »
589,"Цитрамон П Медисорб, табл., № 20","75,00",Красноярск Свердловский Гладкова 23,Аптека «Аптека «Аптечка» »
590,"Цитрамон П, табл. 240 мг + 30 мг + 180 мг, №20","138,00",Красноярск Свердловский Гладкова 23,Аптека «Аптека «Аптечка» »
591,ЦИТРАМОН П N10 таб. Фармстандарт-Лексредства,"35,00",Красноярск Советский Алексеева 53,Аптека «Аптека ИП Мут ЕА»
592,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"71,00",Красноярск Советский Алексеева 53,Аптека «Аптека ИП Мут ЕА»
593,ЦИТРАМОН П N20 таб. Анжеро-Судженский химико-фармацевтический завод (Авексима Сибирь),"72,00",Красноярск Советский Алексеева 53,Аптека «Аптека ИП Мут ЕА»
594,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"116,00",Красноярск Советский Алексеева 53,Аптека «Аптека ИП Мут ЕА»
595,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Кировский Академика Вавилова 49,Аптека «Дешевая Аптека»
596,ЦИТРАМОН П №10 ТАБ. RENEWAL,"65,00",Красноярск Кировский Академика Вавилова 49,Аптека «Дешевая Аптека»
